species,genus,family,order,class,phylum,kingdom,superkingdom,species_str,has_sequence,split
343403,343334,49546,200644,117743,976,0,2,343403,True,ood_novel_family
343874,59734,2762318,200644,117743,976,0,2,343874,True,id_novel_genus
347534,347533,84642,135624,1236,1224,0,2,347534,True,train
349221,213485,213483,213481,3031418,3018035,0,2,349221,True,train
351052,133193,72276,135613,1236,1224,0,2,351052,True,train
351604,2910589,213422,3031668,3031651,200940,0,2,351604,True,id_novel_genus
352475,323620,82115,356,28211,1224,0,2,352475,True,id_novel_genus
354,352,135621,72274,1236,1224,0,2,354,True,id_novel_genus
354356,354354,563835,1853229,1853228,976,0,2,354356,True,ood_novel_family
355243,515417,135620,135619,1236,1224,0,2,355243,True,train
35554,28231,213422,3031668,3031651,200940,0,2,35554,True,train
356322,79598,31984,186802,186801,1239,0,2,356322,True,train
35701,2831443,31984,186802,186801,1239,0,2,35701,True,train
357794,67572,267894,135622,1236,1224,0,2,357794,True,train
35786,68335,2138247,2138246,2138243,2138240,0,2,35786,True,train
35806,34008,31989,204455,28211,1224,0,2,35806,True,train
35841,1276290,186817,1385,91061,1239,0,2,35841,True,id_novel_genus
359408,359407,32011,32003,28216,1224,0,2,359408,True,ood_novel_family
361111,361106,213465,213462,3024408,200940,0,2,361111,True,train
361183,361177,335929,204457,28211,1224,0,2,361183,True,train
362787,282132,92713,1963360,204429,204428,0,2,362787,True,ood_novel_family
364317,364316,80864,80840,28216,1224,0,2,364317,True,train
364410,364409,433,204441,28211,1224,0,2,364410,True,train
365349,365348,1843490,909929,909932,1239,0,2,365349,True,train
36835,1506577,186803,186802,186801,1239,0,2,36835,True,train
36861,919,2008790,32003,28216,1224,0,2,36861,True,train
36863,36862,2975441,80840,28216,1224,0,2,36863,True,ood_novel_family
36873,1822464,119060,80840,28216,1224,0,2,36873,True,train
370038,2905722,194924,213115,3031449,200940,0,2,370038,True,train
370405,96,90627,32003,28216,1224,0,2,370405,True,id_novel_genus
370777,490567,32033,135614,1236,1224,0,2,370777,True,train
371036,2837503,186817,1385,91061,1239,0,2,371036,True,train
37329,1817,85025,85007,1760,201174,0,2,37329,True,train
373994,373984,1185,1161,3028117,1117,0,2,373994,True,train
37482,292635,186824,1385,91061,1239,0,2,37482,True,id_novel_genus
37487,85076,1046,135613,1236,1224,0,2,37487,True,train
375175,2767889,33958,186826,91061,1239,0,2,375175,True,id_novel_genus
375929,375928,485255,485256,186801,1239,0,2,375929,True,ood_novel_family
376489,376488,28256,135619,1236,1224,0,2,376489,True,train
376490,2910986,194924,213115,3031449,200940,0,2,376490,True,train
376805,909656,815,171549,200643,976,0,2,376805,True,train
37692,33926,2146,186329,31969,544448,0,2,37692,True,id_novel_genus
37734,1350,81852,186826,91061,1239,0,2,37734,True,train
377615,76632,186822,1385,91061,1239,0,2,377615,True,train
379064,102234,2815910,1118,3028117,1117,0,2,379064,True,train
37927,596707,1268,85006,1760,201174,0,2,37927,True,train
37931,1742992,1268,85006,1760,201174,0,2,37931,True,train
379347,2083206,31989,204455,28211,1224,0,2,379347,True,train
379893,158851,543,91347,1236,1224,0,2,379893,True,train
382,28105,82115,356,28211,1224,0,2,382,True,train
38289,1716,1653,85007,1760,201174,0,2,38289,True,train
385025,34067,135616,72273,1236,1224,0,2,385025,True,id_novel_genus
386487,1541743,0,0,1236,1224,0,2,386487,True,train
386490,459532,186817,1385,91061,1239,0,2,386490,True,train
386891,475,468,2887326,1236,1224,0,2,386891,True,id_novel_genus
387092,269258,2795691,235899,3031852,29547,0,2,387092,True,train
388408,150830,2821832,356,28211,1224,0,2,388408,True,train
388413,246875,563798,768507,768503,976,0,2,388413,True,id_novel_genus
38986,2903105,2146,186329,31969,544448,0,2,38986,True,train
390884,390846,563798,768507,768503,976,0,2,390884,True,train
39122,59613,85026,85007,1760,201174,0,2,39122,True,train
391953,391952,2975441,80840,28216,1224,0,2,391953,True,ood_novel_family
392593,644355,2975441,80840,28216,1224,0,2,392593,True,ood_novel_family
393662,393661,1706372,1706369,1236,1224,0,2,393662,True,train
393765,393764,0,0,1236,1224,0,2,393765,True,id_novel_genus
39483,1573534,128827,526525,526524,1239,0,2,39483,True,train
39485,28050,186803,186802,186801,1239,0,2,39485,True,train
39488,2569097,186803,186802,186801,1239,0,2,39488,True,train
395631,447792,543,91347,1236,1224,0,2,395631,True,train
395922,442430,3056371,415001,414999,74201,0,2,395922,True,train
397260,13687,41297,204457,28211,1224,0,2,397260,True,train
39766,202746,2771471,213849,3031852,29547,0,2,39766,True,train
39775,39773,403,135618,1236,1224,0,2,39775,True,train
397865,397864,2005519,171549,200643,976,0,2,397865,True,train
398,379,82115,356,28211,1224,0,2,398,True,train
398743,417127,49546,200644,117743,976,0,2,398743,True,ood_novel_family
399,1525371,82115,356,28211,1224,0,2,399,True,train
399736,46352,85023,85006,1760,201174,0,2,399736,True,train
400092,323449,1853232,768507,768503,976,0,2,400092,True,ood_novel_family
400770,46913,2831106,356,28211,1224,0,2,400770,True,ood_novel_family
40091,31983,1570339,1737405,1737404,1239,0,2,40091,True,train
400946,582472,3018589,135615,1236,1224,0,2,400946,True,train
40137,1033,41294,356,28211,1224,0,2,40137,True,train
401471,401469,75682,80840,28216,1224,0,2,401471,True,train
401619,401618,543,91347,1236,1224,0,2,401619,True,train
405,404,32011,32003,28216,1224,0,2,405,True,ood_novel_family
405212,29330,186823,1385,91061,1239,0,2,405212,True,train
40542,32067,1129771,203491,203490,32066,0,2,40542,True,train
40567,40566,2070,85010,1760,201174,0,2,40567,True,train
40577,626,1903414,91347,1236,1224,0,2,40577,True,train
406548,1511635,1763524,2691356,203683,203682,0,2,406548,True,train
407035,45669,90964,1385,91061,1239,0,2,407035,True,id_novel_genus
41,40,39,29,32015,2818505,0,2,41,True,train
410072,33042,186803,186802,186801,1239,0,2,410072,True,train
411153,292691,49546,200644,117743,976,0,2,411153,True,ood_novel_family
411483,216851,216572,186802,186801,1239,0,2,411483,True,train
41202,41201,1903411,91347,1236,1224,0,2,41202,True,train
412034,412033,412032,0,1236,1224,0,2,412034,True,train
412384,2800373,186817,1385,91061,1239,0,2,412384,True,train
412593,412592,0,32069,187857,200783,0,2,412593,True,train
412690,518733,85023,85006,1760,201174,0,2,412690,True,id_novel_genus
412963,2571159,119060,80840,28216,1224,0,2,412963,True,train
412965,2732587,0,0,1236,1224,0,2,412965,True,train
413882,196013,2975441,80840,28216,1224,0,2,413882,True,ood_novel_family
414,413,403,135618,1236,1224,0,2,414,True,train
414996,1849,622451,622450,1760,201174,0,2,414996,True,train
415229,83618,32033,135614,1236,1224,0,2,415229,True,train
416213,416212,1442156,1442155,28216,1224,0,2,416213,True,train
418699,12960,2008794,206389,28216,1224,0,2,418699,True,train
418701,418700,449732,135619,1236,1224,0,2,418701,True,train
419479,281472,1217100,1217098,1760,201174,0,2,419479,True,train
41977,2891322,2008794,206389,28216,1224,0,2,41977,True,train
421,416,403,135618,1236,1224,0,2,421,True,train
421628,1051,72276,135613,1236,1224,0,2,421628,True,id_novel_genus
42253,1234,189779,189778,203693,40117,0,2,42253,True,train
423351,423349,84566,200666,117747,976,0,2,423351,True,train
423605,423604,641876,641854,641853,74152,0,2,423605,True,train
42422,42417,53434,53433,186801,1239,0,2,42422,True,train
42443,2433,2854170,204455,28211,1224,0,2,42443,True,train
426,425,31993,356,28211,1224,0,2,426,True,train
426114,32012,0,80840,28216,1224,0,2,426114,True,train
427923,427922,213121,3024411,3031451,200940,0,2,427923,True,train
42838,42837,186814,68295,186801,1239,0,2,42838,True,ood_novel_family
428712,428711,3029088,649776,649775,508458,0,2,428712,True,train
43,42,39,29,32015,2818505,0,2,43,True,id_novel_genus
430679,245876,69277,356,28211,1224,0,2,430679,True,train
43305,830,186803,186802,186801,1239,0,2,43305,True,train
43357,43356,2070,85010,1760,201174,0,2,43357,True,train
436,2919364,433,204441,28211,1224,0,2,436,True,train
43669,43668,85020,85006,1760,201174,0,2,43669,True,id_novel_genus
43674,43673,85022,85006,1760,201174,0,2,43674,True,train
437505,437504,449719,135613,1236,1224,0,2,437505,True,train
43767,2979332,85025,85007,1760,201174,0,2,43767,True,train
437897,158846,1843491,909929,909932,1239,0,2,437897,True,id_novel_genus
43948,43947,84642,135624,1236,1224,0,2,43948,True,train
44001,44000,543371,68295,186801,1239,0,2,44001,True,train
44012,44011,267892,135622,1236,1224,0,2,44012,True,train
441209,119541,31989,204455,28211,1224,0,2,441209,True,train
442,441,433,204441,28211,1224,0,2,442,True,train
443156,2805645,85021,85006,1760,201174,0,2,443156,True,train
445710,231454,1775411,135614,1236,1224,0,2,445710,True,train
446660,447020,1643826,1643822,84998,201174,0,2,446660,True,train
446683,379899,563835,1853229,1853228,976,0,2,446683,True,ood_novel_family
446692,434,433,204441,28211,1224,0,2,446692,True,train
447471,447467,1706371,1706369,1236,1224,0,2,447471,True,train
450,445,444,118969,1236,1224,0,2,450,True,train
450734,1839,85015,85009,1760,201174,0,2,450734,True,train
453162,453161,90627,32003,28216,1224,0,2,453162,True,train
453230,453229,453228,453227,3031646,200940,0,2,453230,True,train
453304,33877,85023,85006,1760,201174,0,2,453304,True,train
453816,2862745,213483,213481,3031418,3018035,0,2,453816,True,id_novel_genus
454155,577309,171552,171549,200643,976,0,2,454155,True,train
454171,1077265,1077264,1077263,1077257,67819,0,2,454171,True,train
454601,623276,2831106,356,28211,1224,0,2,454601,True,ood_novel_family
45497,2794837,2992719,1737405,1737404,1239,0,2,45497,True,train
45656,45654,2931039,213118,3024418,200940,0,2,45656,True,train
45663,45662,213117,213115,3031449,200940,0,2,45663,True,train
456827,456826,3039865,3039864,3039863,456828,0,2,456827,True,ood_novel_family
457083,111782,119859,1161,3028117,1117,0,2,457083,True,train
458033,458032,0,0,1562566,57723,0,2,458033,True,train
46124,117563,186828,186826,91061,1239,0,2,46124,True,id_novel_genus
46125,46123,186827,186826,91061,1239,0,2,46125,True,ood_novel_family
46165,1988,2012,85012,1760,201174,0,2,46165,True,train
463,461,444,118969,1236,1224,0,2,463,True,train
465721,469322,2689614,1775403,1236,1224,0,2,465721,True,train
466153,466152,1763524,2691356,203683,203682,0,2,466153,True,train
467094,682522,2448023,84993,84992,201174,0,2,467094,True,train
467976,467975,633392,84993,84992,201174,0,2,467976,True,id_novel_genus
471189,644652,1643826,1643822,84998,201174,0,2,471189,True,train
471827,471826,186807,186802,186801,1239,0,2,471827,True,train
472569,472568,85020,85006,1760,201174,0,2,472569,True,train
472834,472825,543,91347,1236,1224,0,2,472834,True,train
47671,47670,119060,80840,28216,1224,0,2,47671,True,train
47735,476528,712,135625,1236,1224,0,2,47735,True,id_novel_genus
477641,88138,85030,1643682,1760,201174,0,2,477641,True,train
477680,649460,563835,1853229,1853228,976,0,2,477680,True,ood_novel_family
477976,545865,2945021,191393,68337,200930,0,2,477976,True,train
47850,1873,28056,85008,1760,201174,0,2,47850,True,train
47960,2035712,2035710,135613,1236,1224,0,2,47960,True,train
48,47,39,29,32015,2818505,0,2,48,True,train
480520,76831,49546,200644,117743,976,0,2,480520,True,ood_novel_family
482957,32008,119060,80840,28216,1224,0,2,482957,True,id_novel_genus
48296,469,468,2887326,1236,1224,0,2,48296,True,train
483545,83677,83676,85012,1760,201174,0,2,483545,True,id_novel_genus
483547,392332,3031665,69541,3031651,200940,0,2,483547,True,train
485447,137583,267889,135622,1236,1224,0,2,485447,True,train
48935,165696,41297,204457,28211,1224,0,2,48935,True,id_novel_genus
489910,489909,90964,1385,91061,1239,0,2,489910,True,train
49118,49082,31979,186802,186801,1239,0,2,49118,True,id_novel_genus
49319,42255,84997,84996,84995,201174,0,2,49319,True,train
49338,36853,2937909,186802,186801,1239,0,2,49338,True,train
496014,2600304,2600303,84996,84995,201174,0,2,496014,True,train
496056,1773450,84566,200666,117747,976,0,2,496056,True,train
496866,1754,186814,68295,186801,1239,0,2,496866,True,ood_novel_family
497725,1330547,543,91347,1236,1224,0,2,497725,True,train
499229,499228,2770092,2770089,186801,1239,0,2,499229,True,train
499555,37914,85029,85007,1760,201174,0,2,499555,True,train
500,499,189777,189776,189775,3027942,0,2,500,True,train
504468,504465,433,204441,28211,1224,0,2,504468,True,train
505,32257,481,206351,28216,1224,0,2,505,True,train
511,507,506,80840,28216,1224,0,2,511,True,train
511062,129577,84642,135624,1236,1224,0,2,511062,True,id_novel_genus
511435,511434,0,171549,200643,976,0,2,511435,True,train
51173,160795,186818,1385,91061,1239,0,2,51173,True,train
511746,511745,717964,717963,1955630,74201,0,2,511746,True,train
51197,51196,2937909,186802,186801,1239,0,2,51197,True,train
51229,51228,1903409,91347,1236,1224,0,2,51229,True,train
51515,51514,186807,186802,186801,1239,0,2,51515,True,train
516075,586,1903414,91347,1236,1224,0,2,516075,True,train
51664,2767884,33958,186826,91061,1239,0,2,51664,True,train
51665,1375,186827,186826,91061,1239,0,2,51665,True,ood_novel_family
51669,51668,81852,186826,91061,1239,0,2,51669,True,train
519472,2737,81852,186826,91061,1239,0,2,519472,True,train
52,50,49,3031712,0,2818505,0,2,52,True,train
52022,2935559,188786,68933,188787,1297,0,2,52022,True,train
521689,1056,1046,135613,1236,1224,0,2,521689,True,train
521720,2901261,135621,72274,1236,1224,0,2,521720,True,id_novel_genus
529884,529883,85023,85006,1760,201174,0,2,529884,True,id_novel_genus
530584,142577,2070,85010,1760,201174,0,2,530584,True,train
531813,1082930,2831106,356,28211,1224,0,2,531813,True,ood_novel_family
533,532,45404,356,28211,1224,0,2,533,True,train
53336,82986,1903409,91347,1236,1224,0,2,53336,True,train
53358,53357,85021,85006,1760,201174,0,2,53358,True,train
53362,35753,28056,85008,1760,201174,0,2,53362,True,train
53399,81,45401,356,28211,1224,0,2,53399,True,train
53442,1730,186806,186802,186801,1239,0,2,53442,True,train
53444,2767881,33958,186826,91061,1239,0,2,53444,True,id_novel_genus
53461,53460,85031,1643684,1760,201174,0,2,53461,True,train
53501,335927,2854170,204455,28211,1224,0,2,53501,True,id_novel_genus
535744,413496,543,91347,1236,1224,0,2,535744,True,id_novel_genus
53635,53634,84994,84993,84992,201174,0,2,53635,True,train
538381,152161,2821832,356,28211,1224,0,2,538381,True,train
54005,162289,1570339,1737405,1737404,1239,0,2,54005,True,train
540747,74030,2854170,204455,28211,1224,0,2,540747,True,train
542,541,2844881,204457,28211,1224,0,2,542,True,train
54299,54298,1890528,1890505,3028117,1117,0,2,54299,True,ood_novel_family
543877,2800685,335929,204457,28211,1224,0,2,543877,True,id_novel_genus
545,544,543,91347,1236,1224,0,2,545,True,train
545619,665568,85016,85006,1760,201174,0,2,545619,True,train
546871,53387,85015,85009,1760,201174,0,2,546871,True,train
547143,168657,64898,32069,187857,200783,0,2,547143,True,id_novel_genus
547188,666508,666507,666506,666505,203682,0,2,547188,True,id_novel_genus
551760,551759,75787,206389,28216,1224,0,2,551760,True,id_novel_genus
55206,1911556,137,136,203692,203691,0,2,55206,True,train
553,53335,1903409,91347,1236,1224,0,2,553,True,train
553814,12916,80864,80840,28216,1224,0,2,553814,True,id_novel_genus
553981,2796146,1046,135613,1236,1224,0,2,553981,True,train
55508,29580,75682,80840,28216,1224,0,2,55508,True,train
55583,56112,2937909,186802,186801,1239,0,2,55583,True,train
556,204037,1903410,91347,1236,1224,0,2,556,True,id_novel_genus
556287,34019,82115,356,28211,1224,0,2,556287,True,train
556325,1868332,1268,85006,1760,201174,0,2,556325,True,id_novel_genus
556499,1743,31957,85009,1760,201174,0,2,556499,True,train
56,39643,49,3031712,0,2818505,0,2,56,True,train
561061,28453,84566,200666,117747,976,0,2,561061,True,train
561184,1434019,2854170,204455,28211,1224,0,2,561184,True,train
562,561,543,91347,1236,1224,0,2,562,True,id_novel_genus
563,1335483,543,91347,1236,1224,0,2,563,True,train
564137,1209946,31989,204455,28211,1224,0,2,564137,True,train
56438,56433,28056,85008,1760,201174,0,2,56438,True,id_novel_genus
56459,338,32033,135614,1236,1224,0,2,56459,True,id_novel_genus
565,1903434,543,91347,1236,1224,0,2,565,True,train
566,2055880,543,91347,1236,1224,0,2,566,True,train
569,568,1903412,91347,1236,1224,0,2,569,True,train
569860,1156568,45404,356,28211,1224,0,2,569860,True,id_novel_genus
570278,1400133,186817,1385,91061,1239,0,2,570278,True,train
57029,83612,49546,200644,117743,976,0,2,57029,True,ood_novel_family
571177,2299,3031624,213118,3024418,200940,0,2,571177,True,train
571913,745364,145357,85006,1760,201174,0,2,571913,True,train
573,570,543,91347,1236,1224,0,2,573,True,train
573501,283735,49546,200644,117743,976,0,2,573501,True,ood_novel_family
573658,573657,0,356,28211,1224,0,2,573658,True,id_novel_genus
57480,57479,1499392,206351,28216,1224,0,2,57480,True,train
575378,504481,563835,1853229,1853228,976,0,2,575378,True,ood_novel_family
576131,1434014,2854170,204455,28211,1224,0,2,576131,True,train
576611,44013,119060,80840,28216,1224,0,2,576611,True,train
577489,65097,1890450,1118,3028117,1117,0,2,577489,True,train
58138,2282742,186807,186802,186801,1239,0,2,58138,True,train
58180,2909705,194924,213115,3031449,200940,0,2,58180,True,id_novel_genus
582,581,1903414,91347,1236,1224,0,2,582,True,train
584,583,1903414,91347,1236,1224,0,2,584,True,train
585455,1273155,0,135613,1236,1224,0,2,585455,True,train
591197,795750,795749,795748,795747,1134404,0,2,591197,True,train
593909,68287,69277,356,28211,1224,0,2,593909,True,train
594679,1869285,34064,72273,1236,1224,0,2,594679,True,train
59505,1653174,2049,2037,1760,201174,0,2,59505,True,train
595468,2692113,2049,2037,1760,201174,0,2,595468,True,train
59600,104264,49546,200644,117743,976,0,2,59600,True,ood_novel_family
59610,2916693,186807,186802,186801,1239,0,2,59610,True,train
59754,59753,224372,135619,1236,1224,0,2,59754,True,ood_novel_family
59930,167375,2881426,1890424,3028117,1117,0,2,59930,True,train
604330,2847312,1643824,84999,84998,201174,0,2,604330,True,train
60890,302485,2854170,204455,28211,1224,0,2,60890,True,train
60893,60892,3031656,3031655,3031647,200940,0,2,60893,True,train
60920,60919,145360,85006,1760,201174,0,2,60920,True,train
61435,61434,1202464,1202465,301297,200795,0,2,61435,True,train
61635,2903107,2146,186329,31969,544448,0,2,61635,True,train
61648,579,543,91347,1236,1224,0,2,61648,True,id_novel_genus
616991,178469,49546,200644,117743,976,0,2,616991,True,ood_novel_family
617123,1164882,186803,186802,186801,1239,0,2,617123,True,train
62088,64895,1643685,136,203692,203691,0,2,62088,True,train
62140,522,433,204441,28211,1224,0,2,62140,True,train
622488,262,34064,72273,1236,1224,0,2,622488,True,train
623,620,543,91347,1236,1224,0,2,623,True,id_novel_genus
626937,990721,990719,186802,186801,1239,0,2,626937,True,train
63,59,481,206351,28216,1224,0,2,63,True,train
63186,112040,49546,200644,117743,976,0,2,63186,True,ood_novel_family
632,629,1903411,91347,1236,1224,0,2,632,True,train
63363,2713,64898,32069,187857,200783,0,2,63363,True,train
634113,637,1903414,91347,1236,1224,0,2,634113,True,train
63612,84565,2812006,91347,1236,1224,0,2,63612,True,train
63745,314343,90627,32003,28216,1224,0,2,63745,True,train
637971,2767886,33958,186826,91061,1239,0,2,637971,True,train
638849,638847,3029088,649776,649775,508458,0,2,638849,True,train
639200,34102,2975441,80840,28216,1224,0,2,639200,True,ood_novel_family
639313,697025,3040680,85007,1760,201174,0,2,639313,True,train
64160,64159,558314,1485951,187857,200783,0,2,64160,True,train
642780,86795,85015,85009,1760,201174,0,2,642780,True,id_novel_genus
645517,2800682,335929,204457,28211,1224,0,2,645517,True,train
649756,207244,186803,186802,186801,1239,0,2,649756,True,train
649841,935200,2772226,32003,28216,1224,0,2,649841,True,id_novel_genus
65093,76023,1890450,1118,3028117,1117,0,2,65093,True,train
651143,861914,2896860,768507,768503,976,0,2,651143,True,train
651457,651456,1643948,1643946,188708,200918,0,2,651457,True,train
651666,459520,135620,135619,1236,1224,0,2,651666,True,id_novel_genus
651822,1434006,3029087,649776,649775,508458,0,2,651822,True,train
655015,133,31993,356,28211,1224,0,2,655015,True,train
65553,57665,2932623,213849,3031852,29547,0,2,65553,True,train
65555,53318,2886822,3024411,3031451,200940,0,2,65555,True,train
656366,1663,1268,85006,1760,201174,0,2,656366,True,train
658062,658061,204434,204433,204432,57723,0,2,658062,True,train
661191,1223423,433,204441,28211,1224,0,2,661191,True,id_novel_genus
661488,1860196,563835,1853229,1853228,976,0,2,661488,True,ood_novel_family
66219,1506553,186803,186802,186801,1239,0,2,66219,True,train
663364,2321115,2808963,213849,3031852,29547,0,2,663364,True,train
665914,2100764,1903409,91347,1236,1224,0,2,665914,True,train
666685,75309,1775411,135614,1236,1224,0,2,666685,True,id_novel_genus
668,511678,641,135623,1236,1224,0,2,668,True,train
669359,669357,1890464,1118,3028117,1117,0,2,669359,True,id_novel_genus
669502,1381133,0,0,28216,1224,0,2,669502,True,train
671077,1006480,543349,186802,186801,1239,0,2,671077,True,train
673,246861,641,135623,1236,1224,0,2,673,True,train
673862,1551504,2497645,2497644,2497643,0,0,2,673862,True,train
674079,1230698,85023,85006,1760,201174,0,2,674079,True,id_novel_genus
674703,29407,45401,356,28211,1224,0,2,674703,True,train
675864,1278221,31957,85009,1760,201174,0,2,675864,True,train
676208,59195,118968,118969,1236,1224,0,2,676208,True,train
682798,1055692,481,206351,28216,1224,0,2,682798,True,train
692036,2051044,1914233,2691355,203683,203682,0,2,692036,True,train
69223,2884243,1903410,91347,1236,1224,0,2,69223,True,train
692370,2800686,335929,204457,28211,1224,0,2,692370,True,train
693075,693074,693073,693072,693071,67814,0,2,693075,True,train
69499,28236,1643949,1643947,188708,200918,0,2,69499,True,id_novel_genus
69823,970,1843491,909929,909932,1239,0,2,69823,True,train
698828,504090,28256,135619,1236,1224,0,2,698828,True,train
69966,69965,90964,1385,91061,1239,0,2,69966,True,train
7,6,335928,356,28211,1224,0,2,7,True,train
703,702,543,91347,1236,1224,0,2,703,True,train
70799,159191,1892259,1161,3028117,1117,0,2,70799,True,train
708113,2874214,0,356,28211,1224,0,2,708113,True,train
708131,1705353,85023,85006,1760,201174,0,2,708131,True,train
712157,1380,1643824,84999,84998,201174,0,2,712157,True,train
713887,1453359,1890450,1118,3028117,1117,0,2,713887,True,train
714,416916,712,135625,1236,1224,0,2,714,True,train
715451,226,72275,135622,1236,1224,0,2,715451,True,train
716,713,712,135625,1236,1224,0,2,716,True,train
71667,71666,92714,1963360,204429,204428,0,2,71667,True,train
716816,1084558,1706375,1706369,1236,1224,0,2,716816,True,train
718192,1407056,267889,135622,1236,1224,0,2,718192,True,train
71999,57493,1268,85006,1760,201174,0,2,71999,True,id_novel_genus
72,71,481,206351,28216,1224,0,2,72,True,train
72557,222,506,80840,28216,1224,0,2,72557,True,train
727,724,712,135625,1236,1224,0,2,727,True,train
728,292486,712,135625,1236,1224,0,2,728,True,train
731,214906,712,135625,1236,1224,0,2,731,True,train
73141,13724,1046,135613,1236,1224,0,2,73141,True,train
738,2094023,712,135625,1236,1224,0,2,738,True,train
73919,73918,539000,186802,186801,1239,0,2,73919,True,train
74033,74032,2854170,204455,28211,1224,0,2,74033,True,train
74313,41275,76892,204458,28211,1224,0,2,74313,True,id_novel_genus
74318,74317,2800061,2800059,28211,1224,0,2,74318,True,train
74426,102106,84107,84999,84998,201174,0,2,74426,True,train
747,745,712,135625,1236,1224,0,2,747,True,train
74700,46238,33925,186328,31969,544448,0,2,74700,True,train
747548,77021,1892259,1161,3028117,1117,0,2,747548,True,train
748280,568394,1499392,206351,28216,1224,0,2,748280,True,train
748811,1054211,2008793,32003,28216,1224,0,2,748811,True,train
75385,116071,85015,85009,1760,201174,0,2,75385,True,train
754429,379070,49546,200644,117743,976,0,2,754429,True,ood_novel_family
754477,40222,135616,72273,1236,1224,0,2,754477,True,train
75697,359336,506,80840,28216,1224,0,2,75697,True,id_novel_genus
758793,1827195,119060,80840,28216,1224,0,2,758793,True,id_novel_genus
76123,2974257,171552,171549,200643,976,0,2,76123,True,train
76259,88875,2008795,206389,28216,1224,0,2,76259,True,train
762954,1204360,49546,200644,117743,976,0,2,762954,True,ood_novel_family
76731,93681,2975441,80840,28216,1224,0,2,76731,True,ood_novel_family
767892,767891,0,0,28211,1224,0,2,767892,True,id_novel_genus
76859,848,203492,203491,203490,32066,0,2,76859,True,train
770,768,942,766,28211,1224,0,2,770,True,id_novel_genus
777,776,118968,118969,1236,1224,0,2,777,True,train
781,780,775,766,28211,1224,0,2,781,True,train
78258,196082,31953,85004,1760,201174,0,2,78258,True,id_novel_genus
78259,196081,31953,85004,1760,201174,0,2,78259,True,train
784,69474,775,766,28211,1224,0,2,784,True,id_novel_genus
78587,76890,76892,204458,28211,1224,0,2,78587,True,train
79209,79206,2937909,186802,186801,1239,0,2,79209,True,id_novel_genus
79329,79328,563835,1853229,1853228,976,0,2,79329,True,ood_novel_family
79604,79603,1643826,1643822,84998,201174,0,2,79604,True,train
79883,2837511,186817,1385,91061,1239,0,2,79883,True,id_novel_genus
79885,2893060,186817,1385,91061,1239,0,2,79885,True,train
80679,156885,1046,135613,1236,1224,0,2,80679,True,id_novel_genus
80816,162027,224464,3031714,0,2818505,0,2,80816,True,train
80849,953,942,766,28211,1224,0,2,80849,True,train
80866,80865,80864,80840,28216,1224,0,2,80866,True,train
80867,3051137,80864,80840,28216,1224,0,2,80867,True,train
80880,232523,80864,80840,28216,1224,0,2,80880,True,id_novel_genus
81032,85,69657,2800060,28211,1224,0,2,81032,True,train
813,810,809,51291,204429,204428,0,2,813,True,train
81412,81411,649777,649776,649775,508458,0,2,81412,True,train
81462,81461,649777,649776,649775,508458,0,2,81462,True,train
81468,81466,3029087,649776,649775,508458,0,2,81468,True,train
81475,70411,1775411,135614,1236,1224,0,2,81475,True,id_novel_genus
82135,2767327,2049,2037,1760,201174,0,2,82135,True,id_novel_genus
823,375288,2005525,171549,200643,976,0,2,823,True,ood_novel_family
826,32068,1129771,203491,203490,32066,0,2,826,True,train
82654,1152,1890436,2881377,3028117,1117,0,2,82654,True,train
82801,82800,186828,186826,91061,1239,0,2,82801,True,train
82977,82976,543,91347,1236,1224,0,2,82977,True,train
82983,82982,1903412,91347,1236,1224,0,2,82983,True,train
82985,82984,1903416,91347,1236,1224,0,2,82985,True,train
82996,613,1903411,91347,1236,1224,0,2,82996,True,train
83263,31988,69277,356,28211,1224,0,2,83263,True,train
833,832,204431,218872,204430,65842,0,2,833,True,train
83453,44,39,29,32015,2818505,0,2,83453,True,train
83552,83551,92713,1963360,204429,204428,0,2,83552,True,ood_novel_family
83561,34093,92712,1963360,204429,204428,0,2,83561,True,train
83655,83654,543,91347,1236,1224,0,2,83655,True,train
837,836,171551,171549,200643,976,0,2,837,True,ood_novel_family
83771,83770,83763,135624,1236,1224,0,2,83771,True,train
84030,2719231,186803,186802,186801,1239,0,2,84030,True,train
84032,2304693,216572,186802,186801,1239,0,2,84032,True,train
84110,84108,1643826,1643822,84998,201174,0,2,84110,True,train
84135,1378,0,1385,91061,1239,0,2,84135,True,train
84159,13134,41295,204441,28211,1224,0,2,84159,True,id_novel_genus
84163,84162,1643826,1643822,84998,201174,0,2,84163,True,train
84378,29521,143786,1643686,203692,203691,0,2,84378,True,train
844,843,72293,213849,3031852,29547,0,2,844,True,train
84405,84404,3048035,213113,3031853,29547,0,2,84405,True,train
84531,68,32033,135614,1236,1224,0,2,84531,True,train
84590,29574,506,80840,28216,1224,0,2,84590,True,id_novel_genus
847,846,75682,80840,28216,1224,0,2,847,True,train
84757,84756,125316,85006,1760,201174,0,2,84757,True,train
84980,109168,2886822,3024411,3031451,200940,0,2,84980,True,train
85085,1742993,1268,85006,1760,201174,0,2,85085,True,train
85404,75984,712,135625,1236,1224,0,2,85404,True,train
85683,1434042,186817,1385,91061,1239,0,2,85683,True,train
857417,53457,85021,85006,1760,201174,0,2,857417,True,train
